,ObjectID,GlobalID,consent,genero,bairro,bairro_outro,is_fisher,arte,arte_outra,arte_princip,familia_pesc,switch,familia_groupos,familia_artes_count,prod,prod_outra,prod_count,prod_list,prod_ordered,CreationDate,Creator,EditDate,Editor,Apontamentos,ccp,x,y,gleaner,fisher
0,1,5ab8072d-6db5-41f4-af2c-1347abe1b49a,sim,mulher,ilha_grande,,sim,rec,,rec,sim,,meninas,1,"50_dzindrolo,66_mahoma,63_nhamunhe,61_mapalo_mavalo",,4,"50_dzindrolo,66_mahoma,63_nhamunhe,61_mapalo_mavalo",,9/8/2022 8:40:35 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,35.43290758,-23.79679918,yes,no
1,2,5fb0ef1d-ed51-47e8-b28d-818afb0d33c7,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"rec,tarrafa",nao,,,0,"60_matewo,56_mavandzi",,2,"60_matewo,56_mavandzi",,9/8/2022 8:57:04 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,35.4338892,-23.79762835,yes,no
2,3,bdba018c-829a-4f2a-ad07-bd1105b7bbaa,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"rec,tarrafa",sim,,homens_adultos,1,"2_mavionho,1_mihili,6_sigulula,8_tendre,5_dzipata,61_mapalo_mavalo,60_matewo,56_mavandzi",,8,"2_mavionho,1_mihili,6_sigulula,8_tendre,5_dzipata,61_mapalo_mavalo,60_matewo,56_mavandzi","56_mavandzi,61_mapalo_mavalo,5_dzipata,2_mavionho,1_mihili,6_sigulula,8_tendre,60_matewo",9/8/2022 9:11:20 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,35.43385512,-23.79750095,yes,no
3,4,79b635bd-aa13-43e8-9019-7ef2587a14ea,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,homens_adultos,1,"60_matewo,61_mapalo_mavalo,56_mavandzi,1_mihili,6_sigulula,2_mavionho",,6,"60_matewo,61_mapalo_mavalo,56_mavandzi,1_mihili,6_sigulula,2_mavionho","61_mapalo_mavalo,56_mavandzi,60_matewo,2_mavionho,1_mihili,6_sigulula",9/10/2022 10:14:40 AM,rthoms_wri,10/17/2022 3:27:41 PM,rthoms_wri,,ilha,35.43384503,-23.79751344,yes,no
4,5,09581cdd-fddf-4568-89af-9a2db7e90d8d,sim,mulher,ilha_pequena,,sim,"tarrafa,rec",,"tarrafa,rec",nao,,,0,"56_mavandzi,50_dzindrolo,60_matewo,63_nhamunhe,outra",dzindanz,5,"56_mavandzi,50_dzindrolo,60_matewo,63_nhamunhe,outra","56_mavandzi,50_dzindrolo,60_matewo,63_nhamunhe,outra",9/10/2022 10:14:42 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,35.4328328,-23.79591483,yes,no
5,6,f99f4c30-e0ef-4eaf-9732-e6981d6a358e,sim,homen,ilha_grande,,sim,gamboa,,gamboa,sim,,"mulheres_adultos,meninas",2,"56_mavandzi,60_matewo,61_mapalo_mavalo,3_salani,8_tendre,1_mihili,28_nharonge, 2_mavionho",,8,"56_mavandzi,60_matewo,61_mapalo_mavalo,3_salani,8_tendre,1_mihili,28_nharonge, 2_mavionho","56_mavandzi,2_mavionho,3_salani,8_tendre,1_mihili,28_nharonge,61_mapalo_mavalo,60_matewo",9/10/2022 10:14:44 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
6,7,ec71bfa0-fca7-4f52-acf7-f5c3c8659193,sim,homen,ilha_grande,,sim,tarrafa,,tarrafa,sim,,mulheres_adultos,1,"61_mapalo_mavalo,60_matewo,56_mavandzi",,3,"61_mapalo_mavalo,60_matewo,56_mavandzi","56_mavandzi,61_mapalo_mavalo,60_matewo",9/10/2022 10:24:55 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
7,8,9c5e5d9a-d08c-44aa-9063-3377245d93b9,sim,homen,ilha_grande,,sim,"tarrafa,rede_emalhar",,"rede_emalhar,tarrafa",sim,,mulheres_adultos,1,"56_mavandzi,50_dzindrolo,17_sololo,5_dzipata,2_mavionho,3_salani,1_mihili",,7,"56_mavandzi,50_dzindrolo,17_sololo,5_dzipata,2_mavionho,3_salani,1_mihili","1_mihili,3_salani,50_dzindrolo,2_mavionho,5_dzipata,56_mavandzi,17_sololo",9/10/2022 10:33:43 AM,rthoms_wri,10/17/2022 3:29:58 PM,rthoms_wri,,ilha,0.0,0.0,no,yes
8,9,775dea09-5f98-4599-850e-75316e3e85e9,sim,homen,kuguana,,sim,gamboa,,gamboa,sim,,"homens_adultos,mulheres_adultos",2,"56_mavandzi,52_gihologo,50_dzindrolo,1_mihili,19_mifiti",,5,"56_mavandzi,52_gihologo,50_dzindrolo,1_mihili,19_mifiti","56_mavandzi,1_mihili,19_mifiti,50_dzindrolo,52_gihologo",9/20/2022 8:33:51 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,kuguana,35.33232052,-23.98301004,no,yes
9,10,4520a532-0f67-48ea-8bbe-8572cb38fa14,sim,homen,guiteve,guiteve,sim,rede_arrasto,,rede_arrasto,sim,,,0,"55_gudua,56_mavandzi,3_salani,5_dzipata,13_magumba,1_mihili",,6,"55_gudua,56_mavandzi,3_salani,5_dzipata,13_magumba,1_mihili","55_gudua,56_mavandzi,13_magumba,1_mihili,3_salani,5_dzipata",9/20/2022 8:33:53 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,kuguana,35.33230601,-23.98299843,no,yes
10,11,0a8fa169-54cc-475b-8dd3-c70b4b5a8285,sim,homen,kuguana,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"4_dzipata,1_mihili,15_nhakomani,18_mifiti,29_livandrevandre,13_magumba,50_dzindrolo,55_gudua,52_gihologo",,9,"4_dzipata,1_mihili,15_nhakomani,18_mifiti,29_livandrevandre,13_magumba,50_dzindrolo,55_gudua,52_gihologo","55_gudua,50_dzindrolo,1_mihili,15_nhakomani,18_mifiti,52_gihologo,13_magumba,29_livandrevandre,4_dzipata",9/21/2022 5:35:11 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,kuguana,35.33230977,-23.98300039,no,yes
11,12,6026672d-7d4c-4c7a-aeef-606443366ba3,sim,homen,kuguana,,sim,rede_emalhar,,rede_emalhar,sim,,mulheres_adultos,1,"56_mavandzi,53_masaba,6_sigulula,5_dzipata,28_nharongue,3_salani,2_mavionho,50_dzindrolo",,8,"56_mavandzi,53_masaba,6_sigulula,5_dzipata,28_nharongue,3_salani,2_mavionho,50_dzindrolo","56_mavandzi,53_masaba,6_sigulula,5_dzipata,28_nharongue,3_salani,2_mavionho,50_dzindrolo",9/21/2022 5:35:18 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,kuguana,35.33229662,-23.98299347,no,yes
12,13,d418df4d-e537-4784-901e-e3a646a128db,sim,homen,guiteve,guiteve,sim,rede_emalhar,,rede_emalhar,nao,,,0,"56_mavandzi,53_masaba,5_dzipata,2_mavionho,13_magumba,1_mihili,34_sikwalala,6_sigulula,3_salani",,9,"56_mavandzi,53_masaba,5_dzipata,2_mavionho,13_magumba,1_mihili,34_sikwalala,6_sigulula,3_salani","56_mavandzi,53_masaba,3_salani,5_dzipata,13_magumba,1_mihili,6_sigulula,2_mavionho,34_sikwalala",9/21/2022 5:35:19 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,kuguana,35.33231129,-23.98300103,no,yes
13,14,f71a89f1-48aa-4f15-98a7-90a0192caecb,sim,homen,kuguana,,sim,"rede_arrasto,gamboa",,"rede_arrasto,gamboa",sim,,homens_adultos,1,"56_mavandzi,55_gudua,54_honho,10_tsava,7_carapo_tara,21_mbabe,32_xereua,9_tsongua,28_nharongue",,9,"56_mavandzi,55_gudua,54_honho,10_tsava,7_carapo_tara,21_mbabe,32_xereua,9_tsongua,28_nharongue",,9/21/2022 5:35:21 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,kuguana,35.33232571,-23.98300174,no,yes
14,15,8b8e661c-d45f-4058-8254-cc5bcc5b2fa3,sim,mulher,kuguana,,sim,"rec,gamboa",,"gamboa,rec",sim,,homens_adultos,1,"32_xereua,17_sololo,26_kolokolo,8_tendre,54_honho,73_nhatogue,78_togoma,56_mavandzi",,8,"32_xereua,17_sololo,26_kolokolo,8_tendre,54_honho,73_nhatogue,78_togoma,56_mavandzi","54_honho,32_xereua,8_tendre,17_sololo,26_kolokolo,56_mavandzi,73_nhatogue,78_togoma",9/21/2022 5:35:22 AM,rthoms_wri,10/17/2022 3:36:15 PM,rthoms_wri,,kuguana,35.33081862,-23.9823206,no,yes
15,16,b048e4d0-1361-4717-b4f1-8699581ecbfc,sim,homen,kuguana,,sim,rede_arrasto,,rede_arrasto,sim,,mulheres_adultos,1,"53_masaba,54_honho,32_xereua,20_gitongwe,10_tsava,5_dzipata,13_magumba,50_dzindrolo",,8,"53_masaba,54_honho,32_xereua,20_gitongwe,10_tsava,5_dzipata,13_magumba,50_dzindrolo","54_honho,53_masaba,32_xereua,20_gitongwe,10_tsava,50_dzindrolo,13_magumba,5_dzipata",9/21/2022 5:35:24 AM,rthoms_wri,10/17/2022 3:37:01 PM,rthoms_wri,,kuguana,35.33070373,-23.98260526,no,yes
16,17,7522042e-5d58-4d8f-a4f4-13d4554904ae,sim,mulher,kuguana,,sim,rede_arrasto,,rede_arrasto,sim,,homens_adultos,1,"56_mavandzi,1_mihili,55_gudua,50_dzindrolo",,4,"56_mavandzi,1_mihili,55_gudua,50_dzindrolo","55_gudua,56_mavandzi,1_mihili,50_dzindrolo",9/21/2022 5:35:26 AM,rthoms_wri,10/17/2022 3:37:37 PM,rthoms_wri,,kuguana,35.3300379,-23.98204536,no,yes
17,18,17c1df4b-77aa-45a8-b6af-881de74c05cd,sim,homen,kuguana,,sim,rede_arrasto,,rede_arrasto,sim,,mulheres_adultos,1,"55_gudua,56_mavandzi,15_nhakomani,1_mihili,50_dzindrolo,5_dzipata,13_magumba",,7,"55_gudua,56_mavandzi,15_nhakomani,1_mihili,50_dzindrolo,5_dzipata,13_magumba","55_gudua,56_mavandzi,15_nhakomani,1_mihili,50_dzindrolo,5_dzipata,13_magumba",9/21/2022 5:35:28 AM,rthoms_wri,10/17/2022 3:38:03 PM,rthoms_wri,,kuguana,35.33003981,-23.98204777,no,yes
18,19,ed251cb9-913d-4088-9af8-5e11471af5d1,sim,homen,kuguana,,sim,rede_emalhar,,rede_emalhar,nao,,,0,"56_mavandzi,6_sigulula,2_mavionho,1_mihili,19_mifiti,21_mbabe,28_nharongue,5_dzipata",,8,"56_mavandzi,6_sigulula,2_mavionho,1_mihili,19_mifiti,21_mbabe,28_nharongue,5_dzipata","56_mavandzi,6_sigulula,2_mavionho,1_mihili,19_mifiti,21_mbabe,28_nharongue,5_dzipata",9/21/2022 5:35:30 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,kuguana,35.3300825,-23.98270701,no,yes
19,20,295f3b2e-a14f-458d-aca9-f3ee1df964a4,sim,mulher,kuguana,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"56_mavandzi,54_honho,55_gudua,50_dzindrolo,3_salani,5_dzipata,11_sardinha_mboweni",,7,"56_mavandzi,54_honho,55_gudua,50_dzindrolo,3_salani,5_dzipata,11_sardinha_mboweni","54_honho,55_gudua,56_mavandzi,50_dzindrolo,11_sardinha_mboweni,3_salani,5_dzipata",9/21/2022 5:35:32 AM,rthoms_wri,10/17/2022 3:40:23 PM,rthoms_wri,,kuguana,35.32946276,-23.98350608,no,yes
20,21,5ea4981e-4495-4e9e-97bd-b41d4aea8db7,sim,mulher,kuguana,,sim,rec,,rec,sim,,homens_adultos,1,"56_mavandzi,50_dzindrolo,54_honho,55_gudua,52_gihologo,32_xereua",,6,"56_mavandzi,50_dzindrolo,54_honho,55_gudua,52_gihologo,32_xereua","54_honho,55_gudua,56_mavandzi,50_dzindrolo,52_gihologo,32_xereua",9/21/2022 5:35:34 AM,rthoms_wri,10/17/2022 3:41:56 PM,rthoms_wri,,kuguana,35.32894892,-23.98369389,yes,no
21,22,44ca8f66-c6f1-4ebb-a4d5-86ac9cf47668,sim,mulher,kuguana,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"3_salani,6_sigulula,55_gudua,50_dzindrolo,53_masaba,33_gidagianha,32_xereua,7_carapo_tara,20_gitongwe",,9,"3_salani,6_sigulula,55_gudua,50_dzindrolo,53_masaba,33_gidagianha,32_xereua,7_carapo_tara,20_gitongwe",,9/21/2022 5:35:35 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,kuguana,0.0,0.0,no,yes
22,23,d95c8211-ddb3-40dd-8b47-dbd872d7e8e7,sim,mulher,kuguana,,sim,rec,,rec,nao,,,0,"73_nhatogue,70_nhakumbe",,2,"73_nhatogue,70_nhakumbe","73_nhatogue,70_nhakumbe",9/21/2022 5:35:36 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,kuguana,35.32863043,-23.98404003,yes,no
23,24,07670f75-c227-4b1b-bdd1-5c5a0154a897,sim,mulher,kuguana,,sim,rede_arrasto,,rede_arrasto,sim,,"meninas,meninos",2,"54_honho,55_gudua,53_masaba,56_mavandzi,15_nhakomani,2_mavionho,3_salani,19_mifiti,8_tendre",,9,"54_honho,55_gudua,53_masaba,56_mavandzi,15_nhakomani,2_mavionho,3_salani,19_mifiti,8_tendre","54_honho,55_gudua,53_masaba,56_mavandzi,2_mavionho,3_salani,19_mifiti,15_nhakomani,8_tendre",9/21/2022 5:35:37 AM,rthoms_wri,10/17/2022 3:43:46 PM,rthoms_wri,,kuguana,35.32933878,-23.98457907,no,yes
24,25,cf2fe75b-6e7f-445d-b31f-4f4816bebab8,sim,homen,nhaduga,,sim,rede_emalhar,,rede_emalhar,nao,,,0,"56_mavandzi,53_masaba,6_sigulula,5_dzipata,13_magumba,1_mihili,55_gudua",,7,"56_mavandzi,53_masaba,6_sigulula,5_dzipata,13_magumba,1_mihili,55_gudua","56_mavandzi,53_masaba,55_gudua,6_sigulula,1_mihili,13_magumba,5_dzipata",9/21/2022 6:38:23 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.36104464,-23.99357664,no,yes
25,26,7813765d-285d-4323-9e42-f3c8660537ca,sim,homen,malehice_nhanala,malehice,sim,gamboa,,gamboa,sim,,mulheres_adultos,1,"56_mavandzi,52_gihologo,50_dzindrolo,4_dzipata,20_gitongwe",,5,"56_mavandzi,52_gihologo,50_dzindrolo,4_dzipata,20_gitongwe","56_mavandzi,52_gihologo,20_gitongwe,50_dzindrolo,4_dzipata",9/21/2022 6:38:26 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35839924,-23.99851962,no,yes
26,27,6f27c245-7294-4bf3-9a1b-f5139adee5a9,sim,mulher,malehice_nhanala,malehice,sim,tarrafa,,tarrafa,sim,,mulheres_adultos,1,"56_mavandzi,52_gihologo",,2,"56_mavandzi,52_gihologo","56_mavandzi,52_gihologo",9/21/2022 6:38:27 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.36110782,-23.9980586,no,yes
27,28,4a3191f8-7bd7-4eee-b0fa-67c1a1c95798,sim,mulher,malehice_nhanala,malehice ,sim,tarrafa,,tarrafa,nao,,,0,"56_mavandzi,52_gihologo,24_nhabugue",,3,"56_mavandzi,52_gihologo,24_nhabugue","56_mavandzi,52_gihologo,24_nhabugue",9/21/2022 6:38:28 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.36094827,-23.99709283,no,yes
28,29,22f4de3f-2081-4661-af15-5e4a47888193,sim,homen,malehice_nhanala,malehice,sim,gamboa,,gamboa,sim,,mulheres_adultos,1,"56_mavandzi,52_gihologo,1_mihili,5_dzipata,53_masaba",,5,"56_mavandzi,52_gihologo,1_mihili,5_dzipata,53_masaba","53_masaba,56_mavandzi,1_mihili,52_gihologo,5_dzipata",9/21/2022 6:38:30 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.36052323,-23.99588892,no,yes
29,30,8ae2a91b-1f90-49de-9531-3b122c219618,sim,mulher,malehice_nhanala,malehice,sim,gamboa,,gamboa,nao,,,0,"53_masaba,56_mavandzi,52_gihologo,50_dzindrolo",,4,"53_masaba,56_mavandzi,52_gihologo,50_dzindrolo","53_masaba,56_mavandzi,52_gihologo,50_dzindrolo",9/21/2022 6:38:31 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35681079,-23.99749069,no,yes
30,31,2b96bba8-a270-43da-ab60-058c403b00f5,sim,mulher,malehice_nhanala,malehice,sim,"gamboa,rede_emalhar",,"gamboa,rede_emalhar",sim,,homens_adultos,1,"53_masaba,52_gihologo,5_dzipata,7_carapo_tara,8_tendre,17_sololo,20_gitongwe,24_nhabugue,26_kolokolo",,9,"53_masaba,52_gihologo,5_dzipata,7_carapo_tara,8_tendre,17_sololo,20_gitongwe,24_nhabugue,26_kolokolo","53_masaba,52_gihologo,5_dzipata,7_carapo_tara,8_tendre,20_gitongwe,17_sololo,26_kolokolo,24_nhabugue",9/21/2022 6:38:32 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,0.0,0.0,no,yes
31,32,11f5d3cc-16a4-46a5-a6f7-c3726d9ba436,sim,homen,malehice_nhanala,malehice,sim,"gamboa,rede_emalhar",,"gamboa,rede_emalhar",sim,,mulheres_adultos,1,"56_mavandzi,52_gihologo,28_nharongue,1_mihili,5_dzipata,7_carapo_tara,50_dzindrolo,20_gitongwe,24_nhabugue",,9,"56_mavandzi,52_gihologo,28_nharongue,1_mihili,5_dzipata,7_carapo_tara,50_dzindrolo,20_gitongwe,24_nhabugue","56_mavandzi,52_gihologo,28_nharongue,1_mihili,5_dzipata,7_carapo_tara,50_dzindrolo,20_gitongwe,24_nhabugue",9/21/2022 6:38:34 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,0.0,0.0,no,yes
32,33,ef75c237-4fec-4e16-8110-f56ebc5d52c9,sim,homen,malehice_nhanala,malehice nhanala,sim,rede_emalhar,,rede_emalhar,nao,,,0,"53_masaba,56_mavandzi,4_dzipata,13_magumba,28_nharongue,11_sardinha_mboweni,50_dzindrolo",,7,"53_masaba,56_mavandzi,4_dzipata,13_magumba,28_nharongue,11_sardinha_mboweni,50_dzindrolo","53_masaba,56_mavandzi,4_dzipata,28_nharongue,50_dzindrolo,13_magumba,11_sardinha_mboweni",9/21/2022 6:38:35 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35629061,-23.9980119,no,yes
33,34,f28b555f-42fb-4d0c-a6a1-5afc8cd5046b,sim,mulher,madava,,sim,"tarrafa,gamboa",,"tarrafa,gamboa",nao,,,0,"56_mavandzi,53_masaba,15_nhakomani,36_nani,50_dzindrolo,52_gihologo",,6,"56_mavandzi,53_masaba,15_nhakomani,36_nani,50_dzindrolo,52_gihologo","56_mavandzi,53_masaba,15_nhakomani,52_gihologo,36_nani,50_dzindrolo",9/21/2022 6:38:37 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35579771,-23.99591909,no,yes
34,35,b987d11b-5852-4bed-97ea-60f4bc668d85,sim,homen,malehice_nhanala,malehice,sim,gamboa,,gamboa,sim,,mulheres_adultos,1,"53_masaba,56_mavandzi,52_gihologo,50_dzindrolo,6_sigulula,2_mavionho,3_salani,20_gitongwe,4_dzipata",,9,"53_masaba,56_mavandzi,52_gihologo,50_dzindrolo,6_sigulula,2_mavionho,3_salani,20_gitongwe,4_dzipata","53_masaba,56_mavandzi,52_gihologo,50_dzindrolo,3_salani,2_mavionho,20_gitongwe,6_sigulula,4_dzipata",9/21/2022 6:38:39 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35561202,-23.99608108,no,yes
35,36,16155a42-4c4c-4028-a01b-765e3fa4f27b,sim,mulher,madava,,sim,"gamboa,tarrafa",,"gamboa,tarrafa",nao,,,0,"56_mavandzi,53_masaba,52_gihologo,51_gingave,50_dzindrolo,4_dzipata,13_magumba,15_nhakomani,12_xereua",,9,"56_mavandzi,53_masaba,52_gihologo,51_gingave,50_dzindrolo,4_dzipata,13_magumba,15_nhakomani,12_xereua","56_mavandzi,53_masaba,52_gihologo,50_dzindrolo,4_dzipata,13_magumba,15_nhakomani,12_xereua,51_gingave",9/21/2022 6:38:40 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,0.0,0.0,no,yes
36,37,c1e21f1a-516c-4e87-9627-c45a12cdbfd9,sim,mulher,malehice_nhanala,malehice,sim,gamboa,,gamboa,nao,,,0,"56_mavandzi,53_masaba,52_gihologo,15_nhakomani",,4,"56_mavandzi,53_masaba,52_gihologo,15_nhakomani","56_mavandzi,53_masaba,52_gihologo,15_nhakomani",9/21/2022 6:38:42 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35605013,-23.99562767,no,yes
37,38,ad7dfdf8-4b2b-4e4b-9bd7-6e5797d3a6fb,sim,homen,malehice_nhanala,malehice,sim,rede_emalhar,,rede_emalhar,nao,,,0,"53_masaba,56_mavandzi,5_dzipata,6_sigulula,50_dzindrolo,13_magumba,11_sardinha_mboweni",,7,"53_masaba,56_mavandzi,5_dzipata,6_sigulula,50_dzindrolo,13_magumba,11_sardinha_mboweni","53_masaba,56_mavandzi,13_magumba,6_sigulula,50_dzindrolo,5_dzipata,11_sardinha_mboweni",9/21/2022 6:38:43 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.3556871,-23.99424714,no,yes
38,39,5874e946-d504-4ed2-827c-76686db07ddd,sim,mulher,malehice_nhanala,Malehice,sim,gamboa,,gamboa,sim,,mulheres_adultos,1,"53_masaba,56_mavandzi,52_gihologo,4_dzipata,50_dzindrolo",,5,"53_masaba,56_mavandzi,52_gihologo,4_dzipata,50_dzindrolo","53_masaba,56_mavandzi,52_gihologo,4_dzipata,50_dzindrolo",9/21/2022 6:38:45 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35533499,-23.99378298,no,yes
39,40,0cad444a-3088-494e-98da-1c26e39dbf30,sim,homen,malehice_nhanala,malehice,sim,gamboa,,gamboa,nao,,,0,"53_masaba,56_mavandzi,52_gihologo,28_nharongue",,4,"53_masaba,56_mavandzi,52_gihologo,28_nharongue","53_masaba,56_mavandzi,52_gihologo,28_nharongue",9/21/2022 6:38:46 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35444747,-23.9920683,no,yes
40,41,784f0e07-ebe3-4a6b-a14f-8caa98c64cb8,sim,homen,madava,,sim,"gamboa,tarrafa",,"gamboa,tarrafa",sim,,mulheres_adultos,1,"56_mavandzi,53_masaba,52_gihologo,50_dzindrolo,outra",raya,5,"56_mavandzi,53_masaba,52_gihologo,50_dzindrolo,outra","56_mavandzi,53_masaba,52_gihologo,50_dzindrolo,outra",9/21/2022 6:38:48 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,ginia tepo na yirame,madava,35.35483065,-23.9912485,no,yes
41,42,2f5a21a3-a352-47d6-8ec9-28ea8fb07a78,sim,homen,nhaduga,,sim,"gamboa,tarrafa",,"gamboa,tarrafa",sim,,mulheres_adultos,1,"53_masaba,56_mavandzi,15_nhakomani,5_dzipata,4_dzipata",,5,"53_masaba,56_mavandzi,15_nhakomani,5_dzipata,4_dzipata","53_masaba,56_mavandzi,15_nhakomani,5_dzipata,4_dzipata",9/21/2022 6:38:49 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,"mare morta ginia, wuhuli ",madava,35.35478765,-23.99123352,no,yes
42,43,cce202ef-b3a9-4467-a305-dc7c4f4a7112,sim,homen,malehice_nhanala,malehice ,sim,"gamboa,rede_emalhar",,"gamboa,rede_emalhar",sim,,mulheres_adultos,1,"53_masaba,56_mavandzi,52_gihologo,36_nani",,4,"53_masaba,56_mavandzi,52_gihologo,36_nani","53_masaba,56_mavandzi,52_gihologo,36_nani",9/21/2022 6:38:50 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35482674,-23.99124645,no,yes
43,44,d7d7e71f-7db4-412a-928a-702b7886b784,sim,homen,madava,,sim,gamboa,,gamboa,sim,,mulheres_adultos,1,"53_masaba,56_mavandzi,52_gihologo",,3,"53_masaba,56_mavandzi,52_gihologo","53_masaba,56_mavandzi,52_gihologo",9/21/2022 6:38:52 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35482626,-23.99124626,no,yes
44,45,c957a255-3b51-4473-b4cb-14551067ca1c,sim,homen,malehice_nhanala,malehice,sim,gamboa,,gamboa,sim,,mulheres_adultos,1,"56_mavandzi,53_masaba,52_gihologo",,3,"56_mavandzi,53_masaba,52_gihologo","56_mavandzi,53_masaba,52_gihologo",9/21/2022 6:38:54 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35482617,-23.99124633,no,yes
45,46,a05ea212-e08d-41ea-8779-44028bbf23ef,sim,homen,nhaduga,,sim,rede_emalhar,,rede_emalhar,sim,,mulheres_adultos,1,"56_mavandzi,53_masaba,28_nharongue",,3,"56_mavandzi,53_masaba,28_nharongue","56_mavandzi,53_masaba,28_nharongue",9/21/2022 6:38:55 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35338043,-23.9903358,no,yes
46,47,90e485c7-6b7d-469c-84ea-1c48c9e6e3b5,sim,mulher,nhaduga,,sim,"rec,tarrafa",,"rec,tarrafa",sim,,"homens_adultos,mulheres_adultos",2,"68_nhanguedwa,56_mavandzi,50_dzindrolo,52_gihologo",,4,"68_nhanguedwa,56_mavandzi,50_dzindrolo,52_gihologo","56_mavandzi,68_nhanguedwa,50_dzindrolo,52_gihologo",9/21/2022 6:38:56 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35338459,-23.99035715,yes,no
47,48,c9b0f60e-ac31-44a8-9338-4f29b7be3178,sim,mulher,madava,,sim,"gamboa,tarrafa",,"gamboa,tarrafa",sim,,homens_adultos,1,"53_masaba,56_mavandzi,32_xereua,5_dzipata,8_tendre,19_mifiti,15_nhakomani,34_sikwalala,13_magumba",,9,"53_masaba,56_mavandzi,32_xereua,5_dzipata,8_tendre,19_mifiti,15_nhakomani,34_sikwalala,13_magumba","53_masaba,56_mavandzi,32_xereua,15_nhakomani,8_tendre,19_mifiti,13_magumba,5_dzipata,34_sikwalala",9/21/2022 6:38:58 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.35337392,-23.99033852,no,yes
48,49,732851bc-0afe-4acd-84bf-bc64b35bfc20,sim,homen,madava,,sim,"rede_emalhar,gamboa",,"rede_emalhar,gamboa",sim,,meninos,1,"3_salani,7_carapo_tara,10_tsava,13_magumba,15_nhakomani,19_mifiti,28_nharongue,56_mavandzi",,8,"3_salani,7_carapo_tara,10_tsava,13_magumba,15_nhakomani,19_mifiti,28_nharongue,56_mavandzi","56_mavandzi,28_nharongue,13_magumba,15_nhakomani,19_mifiti,3_salani,10_tsava,7_carapo_tara",9/21/2022 6:39:00 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.3533819199964,-23.9903392799976,no,yes
